source_url,final_url,status_code,canonical,meta_robots,notes
"https://cointist.net/news/articles/russia-considers-establishing-a-cryptocurrency-bank-to-tackle-fraud-and-aid-miners","https://cointist.net/news/articles/russia-considers-establishing-a-cryptocurrency-bank-to-tackle-fraud-and-aid-miners",,"<link rel="canonical" href="https://cointist.net/news/articles/russia-considers-establishing-a-cryptocurrency-bank-to-tackle-fraud-and-aid-miners" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/assessing-the-new-regulatory-environment","https://cointist.net/news/articles/assessing-the-new-regulatory-environment",,"<link rel="canonical" href="https://cointist.net/news/articles/assessing-the-new-regulatory-environment" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/a-bold-step-for-cryptocurrency-integration","https://cointist.net/news/articles/a-bold-step-for-cryptocurrency-integration",,"<link rel="canonical" href="https://cointist.net/news/articles/a-bold-step-for-cryptocurrency-integration" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/ongoing-delays-at-the-sec","https://cointist.net/news/articles/ongoing-delays-at-the-sec",,"<link rel="canonical" href="https://cointist.net/news/articles/ongoing-delays-at-the-sec" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/context-of-india-s-reluctance","https://cointist.net/news/articles/context-of-india-s-reluctance",,"<link rel="canonical" href="https://cointist.net/news/articles/context-of-india-s-reluctance" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/understanding-the-impact-on-crypto-mining-stocks","https://cointist.net/news/articles/understanding-the-impact-on-crypto-mining-stocks",,"<link rel="canonical" href="https://cointist.net/news/articles/understanding-the-impact-on-crypto-mining-stocks" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/eggman-ggs-the-rising-star","https://cointist.net/news/articles/eggman-ggs-the-rising-star",,"<link rel="canonical" href="https://cointist.net/news/articles/eggman-ggs-the-rising-star" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/solana-surpasses-bitcoin-analyst-suggests-it-could-emulate-ether-s-200-surge","https://cointist.net/news/articles/solana-surpasses-bitcoin-analyst-suggests-it-could-emulate-ether-s-200-surge",,"<link rel="canonical" href="https://cointist.net/news/articles/solana-surpasses-bitcoin-analyst-suggests-it-could-emulate-ether-s-200-surge" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/mev-order-flow-auctions-and-the-institutionalization-of-on-chain-trading","https://cointist.net/guides/mev-order-flow-auctions-and-the-institutionalization-of-on-chain-trading",,"<link rel="canonical" href="https://cointist.net/guides/mev-order-flow-auctions-and-the-institutionalization-of-on-chain-trading" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/tokenized-treasuries-private-credit-and-the-institutional-path-to-real-world-assets","https://cointist.net/guides/tokenized-treasuries-private-credit-and-the-institutional-path-to-real-world-assets",,"<link rel="canonical" href="https://cointist.net/guides/tokenized-treasuries-private-credit-and-the-institutional-path-to-real-world-assets" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/from-raw-blockchain-data-to-predictive-alpha-the-science-of-on-chain-analytics","https://cointist.net/guides/from-raw-blockchain-data-to-predictive-alpha-the-science-of-on-chain-analytics",,"<link rel="canonical" href="https://cointist.net/guides/from-raw-blockchain-data-to-predictive-alpha-the-science-of-on-chain-analytics" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/liquidity-fragmentation-and-the-rise-of-modular-settlement-layers","https://cointist.net/guides/liquidity-fragmentation-and-the-rise-of-modular-settlement-layers",,"<link rel="canonical" href="https://cointist.net/guides/liquidity-fragmentation-and-the-rise-of-modular-settlement-layers" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/delegates-cartels-and-the-political-economy-of-on-chain-governance","https://cointist.net/guides/delegates-cartels-and-the-political-economy-of-on-chain-governance",,"<link rel="canonical" href="https://cointist.net/guides/delegates-cartels-and-the-political-economy-of-on-chain-governance" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/systemic-risk-credit-contagion-and-the-evolution-of-defi-insurance-markets","https://cointist.net/guides/systemic-risk-credit-contagion-and-the-evolution-of-defi-insurance-markets",,"<link rel="canonical" href="https://cointist.net/guides/systemic-risk-credit-contagion-and-the-evolution-of-defi-insurance-markets" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/lending-borrowing-how-crypto-loans-and-collateral-work","https://cointist.net/guides/lending-borrowing-how-crypto-loans-and-collateral-work",,"<link rel="canonical" href="https://cointist.net/guides/lending-borrowing-how-crypto-loans-and-collateral-work" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/trump-backed-crypto-firms-a-new-era-for-bitcoin-exposure-and","https://cointist.net/news/articles/trump-backed-crypto-firms-a-new-era-for-bitcoin-exposure-and",,"<link rel="canonical" href="https://cointist.net/news/articles/trump-backed-crypto-firms-a-new-era-for-bitcoin-exposure-and" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/ukraine-parliament-approves-first-reading-of-crypto-legaliza","https://cointist.net/news/articles/ukraine-parliament-approves-first-reading-of-crypto-legaliza",,"<link rel="canonical" href="https://cointist.net/news/articles/ukraine-parliament-approves-first-reading-of-crypto-legaliza" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/trump-s-crypto-gambit-a-5-billion-power-play-in-digital-gove","https://cointist.net/news/articles/trump-s-crypto-gambit-a-5-billion-power-play-in-digital-gove",,"<link rel="canonical" href="https://cointist.net/news/articles/trump-s-crypto-gambit-a-5-billion-power-play-in-digital-gove" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/trump-s-oldest-sons-american-bitcoin-stake-worth-1-5-billion","https://cointist.net/news/articles/trump-s-oldest-sons-american-bitcoin-stake-worth-1-5-billion",,"<link rel="canonical" href="https://cointist.net/news/articles/trump-s-oldest-sons-american-bitcoin-stake-worth-1-5-billion" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/staking-yield-farming","https://cointist.net/guides/staking-yield-farming",,"<link rel="canonical" href="https://cointist.net/guides/staking-yield-farming" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/bridges-cross-chain-interoperability","https://cointist.net/guides/bridges-cross-chain-interoperability",,"<link rel="canonical" href="https://cointist.net/guides/bridges-cross-chain-interoperability" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/dexs-amms","https://cointist.net/guides/dexs-amms",,"<link rel="canonical" href="https://cointist.net/guides/dexs-amms" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/oracles-data-feeds","https://cointist.net/guides/oracles-data-feeds",,"<link rel="canonical" href="https://cointist.net/guides/oracles-data-feeds" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/daos","https://cointist.net/news/articles/daos",,"<link rel="canonical" href="https://cointist.net/news/articles/daos" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/markets-liquidity","https://cointist.net/guides/markets-liquidity",,"<link rel="canonical" href="https://cointist.net/guides/markets-liquidity" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/real-world-asset-tokenization-rwas","https://cointist.net/guides/real-world-asset-tokenization-rwas",,"<link rel="canonical" href="https://cointist.net/guides/real-world-asset-tokenization-rwas" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/what-is-web3","https://cointist.net/guides/what-is-web3",,"<link rel="canonical" href="https://cointist.net/guides/what-is-web3" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/nfts-gaming","https://cointist.net/guides/nfts-gaming",,"<link rel="canonical" href="https://cointist.net/guides/nfts-gaming" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/blockchain-basics","https://cointist.net/guides/blockchain-basics",,"<link rel="canonical" href="https://cointist.net/guides/blockchain-basics" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/governance-daos","https://cointist.net/guides/governance-daos",,"<link rel="canonical" href="https://cointist.net/guides/governance-daos" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/bridges-interoperability","https://cointist.net/guides/bridges-interoperability",,"<link rel="canonical" href="https://cointist.net/guides/bridges-interoperability" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/wallets-101-custodial-vs-non-custodial","https://cointist.net/guides/wallets-101-custodial-vs-non-custodial",,"<link rel="canonical" href="https://cointist.net/guides/wallets-101-custodial-vs-non-custodial" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/privacy-identity","https://cointist.net/guides/privacy-identity",,"<link rel="canonical" href="https://cointist.net/guides/privacy-identity" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/stablecoins-payments","https://cointist.net/guides/stablecoins-payments",,"<link rel="canonical" href="https://cointist.net/guides/stablecoins-payments" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/guides/defi-primitives","https://cointist.net/guides/defi-primitives",,"<link rel="canonical" href="https://cointist.net/guides/defi-primitives" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/europe-s-new-crypto-power-play-amdax-s-23m-bitcoin-treasury--xnza4n","https://cointist.net/news/articles/europe-s-new-crypto-power-play-amdax-s-23m-bitcoin-treasury--xnza4n",,"<link rel="canonical" href="https://cointist.net/news/articles/europe-s-new-crypto-power-play-amdax-s-23m-bitcoin-treasury--xnza4n" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/the-2025-crypto-fundraising-surge-strategic-sectors-and-high","https://cointist.net/news/articles/the-2025-crypto-fundraising-surge-strategic-sectors-and-high",,"<link rel="canonical" href="https://cointist.net/news/articles/the-2025-crypto-fundraising-surge-strategic-sectors-and-high" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/reverse-mergers-and-their-impact-on-the-crypto-landscape-one","https://cointist.net/news/articles/reverse-mergers-and-their-impact-on-the-crypto-landscape-one",,"<link rel="canonical" href="https://cointist.net/news/articles/reverse-mergers-and-their-impact-on-the-crypto-landscape-one" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/amdax-s-ambitious-bitcoin-strategy-aiming-for-1-of-global-holdings","https://cointist.net/news/articles/amdax-s-ambitious-bitcoin-strategy-aiming-for-1-of-global-holdings",,"<link rel="canonical" href="https://cointist.net/news/articles/amdax-s-ambitious-bitcoin-strategy-aiming-for-1-of-global-holdings" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/crypto-crash-today-why-are-xrp-cardano-sui-doge-going-down-b","https://cointist.net/news/articles/crypto-crash-today-why-are-xrp-cardano-sui-doge-going-down-b",,"<link rel="canonical" href="https://cointist.net/news/articles/crypto-crash-today-why-are-xrp-cardano-sui-doge-going-down-b" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/trump-embraces-the-cryptocurrency-movement","https://cointist.net/news/articles/trump-embraces-the-cryptocurrency-movement",,"<link rel="canonical" href="https://cointist.net/news/articles/trump-embraces-the-cryptocurrency-movement" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/the-future-of-crypto-banking-exploring-programmable-assets-with-onesafe","https://cointist.net/news/articles/the-future-of-crypto-banking-exploring-programmable-assets-with-onesafe",,"<link rel="canonical" href="https://cointist.net/news/articles/the-future-of-crypto-banking-exploring-programmable-assets-with-onesafe" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/crypto-com-launches-6-4b-treasury-firm-axios","https://cointist.net/news/articles/crypto-com-launches-6-4b-treasury-firm-axios",,"<link rel="canonical" href="https://cointist.net/news/articles/crypto-com-launches-6-4b-treasury-firm-axios" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/unlocking-the-potential-of-solana-the-rising-choice-for-institutional-investors","https://cointist.net/news/articles/unlocking-the-potential-of-solana-the-rising-choice-for-institutional-investors",,"<link rel="canonical" href="https://cointist.net/news/articles/unlocking-the-potential-of-solana-the-rising-choice-for-institutional-investors" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/xrp-surges-6-amidst-bitcoin-s-climb-beyond-111k","https://cointist.net/news/articles/xrp-surges-6-amidst-bitcoin-s-climb-beyond-111k",,"<link rel="canonical" href="https://cointist.net/news/articles/xrp-surges-6-amidst-bitcoin-s-climb-beyond-111k" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/articles/articles/with-ethereum-soaring-and-institutional-eyes-turning-to-ai-based-stablecoins-this-altcoin-emerges-as-one-to-watch","https://cointist.net/articles/articles/with-ethereum-soaring-and-institutional-eyes-turning-to-ai-based-stablecoins-this-altcoin-emerges-as-one-to-watch",,"<link rel="canonical" href="https://cointist.net/articles/articles/with-ethereum-soaring-and-institutional-eyes-turning-to-ai-based-stablecoins-this-altcoin-emerges-as-one-to-watch" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/will-new-blockchain-collaborations-and-debt-instruments-shift-citigroup-s-digital-strategy","https://cointist.net/news/articles/will-new-blockchain-collaborations-and-debt-instruments-shift-citigroup-s-digital-strategy",,"<link rel="canonical" href="https://cointist.net/news/articles/will-new-blockchain-collaborations-and-debt-instruments-shift-citigroup-s-digital-strategy" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/interpol-s-successful-operation-nets-over-100-million-from-cybercrime-in-africa","https://cointist.net/news/articles/interpol-s-successful-operation-nets-over-100-million-from-cybercrime-in-africa",,"<link rel="canonical" href="https://cointist.net/news/articles/interpol-s-successful-operation-nets-over-100-million-from-cybercrime-in-africa" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/concerns-over-federal-reserve-policies-spark-predictions-for-bitcoin-and-other-cryptocurrencies","https://cointist.net/news/articles/concerns-over-federal-reserve-policies-spark-predictions-for-bitcoin-and-other-cryptocurrencies",,"<link rel="canonical" href="https://cointist.net/news/articles/concerns-over-federal-reserve-policies-spark-predictions-for-bitcoin-and-other-cryptocurrencies" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/macro-crypto-forecasts","https://cointist.net/news/articles/macro-crypto-forecasts",,"<link rel="canonical" href="https://cointist.net/news/articles/macro-crypto-forecasts" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/ethereum-small-businesses","https://cointist.net/news/articles/ethereum-small-businesses",,"<link rel="canonical" href="https://cointist.net/news/articles/ethereum-small-businesses" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/regulators-ai-scams","https://cointist.net/news/articles/regulators-ai-scams",,"<link rel="canonical" href="https://cointist.net/news/articles/regulators-ai-scams" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/ai-smart-contracts-legal","https://cointist.net/news/articles/ai-smart-contracts-legal",,"<link rel="canonical" href="https://cointist.net/news/articles/ai-smart-contracts-legal" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
"https://cointist.net/news/articles/eth-touched-4k-flippening-or-bull-trap","https://cointist.net/news/articles/eth-touched-4k-flippening-or-bull-trap",,"<link rel="canonical" href="https://cointist.net/news/articles/eth-touched-4k-flippening-or-bull-trap" data-next-head=""/>","<meta name="robots" content="index, follow" data-next-head=""/>",""
